Sample Number (100 samples per second),UNIX Timestamp (Milliseconds since 1970-01-01),timeStart (s),timeStartUTC (s),GPSLatitude (deg),GPSLongitude (deg),GPSHeight (m),GPSSat (),Temp (*C),Pressure (Pa),Heigh BME (m),Vbat (V),FR1 (%),FR2 (%),1 (),2 (),Vel (m/s),ALx (g),ALy (g),ALz (g),Agx (deg/s),Agy (deg/s),Agz (deg/s),MagX (Gauss),MagY (Gauss),MagZ (Gauss),TimeNRF (ms),TimeFR (ms),TimeVbat (ms),TimeBME280 (ms),TimeLSM6DSL (ms),TimeLIS3MDL (ms),TimeSdData (ms),quat (Gauss),quat1 (),quat2 (),quat3 (),quatGyro ()
342,1657110694214,3641017,41450.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2454224,100045.0000000,3.0000000,3.20000,96.58000,100.39000,37.00000,0.00000,0.0000000,-0.0263672,0.0385742,1.0419922,2.3803711,-3.4790039,-0.3051758,0.0776367,0.3730469,0.4409180,15.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,28.0000000,0.0000000,0.0439569,0.1746203,0.8909864,0.0000000
343,1657110694224,3641027,41450.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2454224,100045.0000000,3.0000000,3.20000,96.58000,100.39000,37.00000,0.00000,0.0000000,-0.0307617,0.0410156,1.0468750,2.5634766,-4.2114258,-1.2207031,0.0786133,0.3725586,0.4394531,15.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,28.0000000,0.0000000,0.0439298,0.1745762,0.8909923,0.0000000
344,1657110694234,3641037,41450.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2454224,100045.0000000,3.0000000,3.20000,96.58000,100.39000,37.00000,0.00000,0.0000000,-0.0302734,0.0415039,1.0395508,2.3803711,-4.0893555,0.8544922,0.0786133,0.3720703,0.4404297,15.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,28.0000000,0.0000000,0.0439043,0.1745332,0.8909882,0.0000000
345,1657110694244,3641047,41450.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2454224,100045.0000000,3.0000000,3.20000,96.58000,100.39000,37.00000,0.00000,0.0000000,-0.0351562,0.0507812,1.0424805,2.1362305,-3.0517578,0.4272461,0.0786133,0.3715820,0.4384766,15.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,28.0000000,0.0000000,0.0438814,0.1745007,0.8909862,0.0000000
346,1657110694260,3641063,41450.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2454224,100045.0000000,3.0000000,3.20000,96.58000,100.39000,37.00000,0.00000,0.0000000,-0.0283203,0.0478516,1.0415039,2.6855469,-3.7841797,-0.4272461,0.0781250,0.3710938,0.4375000,14.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,28.0000000,0.0000000,0.0438357,0.1744368,0.8909895,0.0000000
347,1657110694270,3641073,41450.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2454224,100045.0000000,3.0000000,3.20000,96.58000,100.39000,37.00000,0.00000,0.0000000,-0.0356445,0.0434570,1.0380859,3.6621094,-4.0283203,-0.3051758,0.0786133,0.3696289,0.4384766,14.0000000,0.0000000,0.0000000,0.0000000,1.0000000,0.0000000,28.0000000,0.0000000,0.0437968,0.1743949,0.8909910,0.0000000
348,1657110694280,3641083,41450.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2454224,100045.0000000,3.0000000,3.20000,96.58000,100.39000,37.00000,0.00000,0.0000000,-0.0278320,0.0434570,1.0419922,1.7089844,-3.8452148,0.5493164,0.0781250,0.3691406,0.4355469,14.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,28.0000000,0.0000000,0.0437787,0.1743550,0.8909883,0.0000000
349,1657110694290,3641093,41450.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2454224,100045.0000000,3.0000000,3.20000,96.58000,100.39000,37.00000,0.00000,0.0000000,-0.0288086,0.0395508,1.0424805,2.5634766,-3.2958984,-1.2817383,0.0776367,0.3681641,0.4335938,14.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,28.0000000,0.0000000,0.0437516,0.1743204,0.8909945,0.0000000
350,1657110694316,3641119,41450.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2454224,100045.0000000,3.0000000,3.20000,96.58000,100.39000,37.00000,0.00000,0.0000000,-0.0249023,0.0410156,1.0410156,2.4414062,-3.7231445,-0.1220703,0.0776367,0.3681641,0.4345703,14.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,28.0000000,0.0000000,0.0436841,0.1742187,0.8909960,0.0000000
351,1657110694337,3641140,41450.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2454224,100045.0000000,3.0000000,3.20000,100.47000,100.87000,37.00000,0.00000,0.0000000,-0.0297852,0.0415039,1.0424805,1.9531250,-3.2348633,0.6103516,0.0776367,0.3676758,0.4365234,16.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,28.0000000,0.0000000,0.0436405,0.1741474,0.8909898,0.0000000
352,1657110694347,3641150,41450.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2454224,100045.0000000,3.0000000,3.20000,100.47000,100.87000,37.00000,0.00000,0.0000000,-0.0273438,0.0371094,1.0419922,1.8920898,-3.4179688,-0.1831055,0.0781250,0.3691406,0.4375000,16.0000000,0.0000000,0.0000000,0.0000000,1.0000000,0.0000000,28.0000000,0.0000000,0.0436203,0.1741118,0.8909907,0.0000000
353,1657110694357,3641160,41450.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2454224,100045.0000000,3.0000000,3.20000,100.47000,100.87000,37.00000,0.00000,0.0000000,-0.0278320,0.0371094,1.0410156,3.1127930,-3.2348633,0.5493164,0.0786133,0.3701172,0.4370117,16.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,28.0000000,0.0000000,0.0435873,0.1740782,0.8909881,0.0000000
354,1657110694367,3641170,41450.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2454224,100045.0000000,3.0000000,3.20000,100.47000,100.87000,37.00000,0.00000,0.0000000,-0.0332031,0.0444336,1.0405273,1.7089844,-3.6010742,-15.3808594,0.0786133,0.3701172,0.4370117,16.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,28.0000000,0.0000000,0.0435692,0.1740405,0.8910624,0.0000000
355,1657110694377,3641180,41450.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2454224,100045.0000000,3.0000000,3.20000,100.47000,100.87000,37.00000,0.00000,0.0000000,-0.0327148,0.0366211,1.0380859,2.8076172,-3.6621094,-0.6713867,0.0781250,0.3706055,0.4370117,16.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,28.0000000,0.0000000,0.0435394,0.1740017,0.8910657,0.0000000
356,1657110694394,3641197,41450.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2454224,100045.0000000,3.0000000,3.20000,100.47000,100.87000,37.00000,0.00000,0.0000000,-0.0292969,0.0444336,1.0439453,1.9531250,-4.1503906,0.1220703,0.0781250,0.3710938,0.4394531,15.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,28.0000000,0.0000000,0.0435043,0.1739272,0.8910646,0.0000000
357,1657110694404,3641207,41450.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2454224,100045.0000000,3.0000000,3.20000,100.47000,100.87000,37.00000,0.00000,0.0000000,-0.0400391,0.0419922,1.0400391,4.0893555,-3.5400391,0.4882812,0.0781250,0.3715820,0.4409180,15.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,28.0000000,0.0000000,0.0434607,0.1738906,0.8910623,0.0000000
358,1657110694414,3641217,41450.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2454224,100045.0000000,3.0000000,3.20000,100.47000,100.87000,37.00000,0.00000,0.0000000,-0.0258789,0.0385742,1.0395508,0.2441406,-3.6010742,-0.9765625,0.0771484,0.3725586,0.4409180,15.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,28.0000000,0.0000000,0.0434580,0.1738528,0.8910670,0.0000000
359,1657110694424,3641227,41450.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2454224,100045.0000000,3.0000000,3.20000,100.47000,100.87000,37.00000,0.00000,0.0000000,-0.0288086,0.0390625,1.0400391,2.7465820,-4.3334961,0.0610352,0.0771484,0.3735352,0.4394531,15.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,28.0000000,0.0000000,0.0434288,0.1738077,0.8910667,0.0000000
360,1657110694457,3641260,41450.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2454224,100045.0000000,3.0000000,3.20000,100.47000,100.87000,37.00000,0.00000,0.0000000,-0.0312500,0.0449219,1.0444336,2.8686523,-4.2724609,0.8544922,0.0776367,0.3725586,0.4389648,15.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,28.0000000,0.0000000,0.0433283,0.1736599,0.8910531,0.0000000
361,1657110694477,3641280,41450.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2454224,100045.0000000,3.0000000,3.20000,93.60000,91.85000,37.00000,0.00000,0.0000000,-0.0332031,0.0385742,1.0385742,-4.8828125,-4.3334961,13.4887695,0.0776367,0.3720703,0.4394531,16.0000000,1.0000000,0.0000000,0.0000000,1.0000000,0.0000000,34.0000000,0.0000000,0.0434320,0.1735687,0.8909227,0.0000000
362,1657110694487,3641290,41450.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2454224,100045.0000000,3.0000000,3.20000,93.60000,91.85000,37.00000,0.00000,0.0000000,-0.0244141,0.0439453,1.0419922,1.2817383,-3.7231445,-0.7934570,0.0776367,0.3735352,0.4389648,16.0000000,1.0000000,0.0000000,0.0000000,0.0000000,1.0000000,34.0000000,0.0000000,0.0434182,0.1735299,0.8909265,0.0000000
363,1657110694497,3641300,41450.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2454224,100045.0000000,3.0000000,3.20000,93.60000,91.85000,37.00000,0.00000,0.0000000,-0.0258789,0.0405273,1.0458984,2.5024414,-3.4790039,-0.2441406,0.0776367,0.3735352,0.4394531,16.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,34.0000000,0.0000000,0.0433916,0.1734932,0.8909277,0.0000000
364,1657110694507,3641310,41450.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2454224,100045.0000000,3.0000000,3.20000,93.60000,91.85000,37.00000,0.00000,0.0000000,-0.0268555,0.0424805,1.0405273,2.3803711,-4.2724609,-0.1831055,0.0771484,0.3740234,0.4399414,16.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,34.0000000,0.0000000,0.0433660,0.1734481,0.8909286,0.0000000
365,1657110694517,3641320,41450.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2454224,100045.0000000,3.0000000,3.20000,93.60000,91.85000,37.00000,0.00000,0.0000000,-0.0292969,0.0454102,1.0390625,2.6855469,-2.9907227,-0.4882812,0.0776367,0.3740234,0.4404297,16.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,34.0000000,0.0000000,0.0433373,0.1734166,0.8909310,0.0000000
366,1657110694533,3641336,41450.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2454224,100045.0000000,3.0000000,3.20000,93.60000,91.85000,37.00000,0.00000,0.0000000,-0.0312500,0.0444336,1.0395508,2.5024414,-3.7231445,-0.2441406,0.0776367,0.3745117,0.4423828,14.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,34.0000000,0.0000000,0.0432948,0.1733537,0.8909329,0.0000000
367,1657110694543,3641346,41450.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2454224,100045.0000000,3.0000000,3.20000,93.60000,91.85000,37.00000,0.00000,0.0000000,-0.0297852,0.0415039,1.0375977,2.4414062,-4.3334961,0.6103516,0.0766602,0.3740234,0.4438477,14.0000000,1.0000000,0.0000000,0.0000000,1.0000000,0.0000000,34.0000000,0.0000000,0.0432687,0.1733086,0.8909299,0.0000000
368,1657110694553,3641356,41450.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2454224,100045.0000000,3.0000000,3.20000,93.60000,91.85000,37.00000,0.00000,0.0000000,-0.0351562,0.0458984,1.0400391,3.2958984,-3.7841797,0.8544922,0.0751953,0.3745117,0.4458008,14.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,34.0000000,0.0000000,0.0432336,0.1732688,0.8909258,0.0000000
369,1657110694563,3641366,41450.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2454224,100045.0000000,3.0000000,3.20000,93.60000,91.85000,37.00000,0.00000,0.0000000,-0.0292969,0.0463867,1.0400391,0.8544922,-4.1503906,-0.7934570,0.0742188,0.3740234,0.4458008,14.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,34.0000000,0.0000000,0.0432246,0.1732247,0.8909296,0.0000000
370,1657110694590,3641393,41450.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2454224,100045.0000000,3.0000000,3.20000,93.60000,91.85000,37.00000,0.00000,0.0000000,-0.0366211,0.0449219,1.0468750,3.1127930,-3.7231445,-0.4882812,0.0742188,0.3730469,0.4467773,14.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,34.0000000,0.0000000,0.0431352,0.1731188,0.8909360,0.0000000
371,1657110694610,3641413,41450.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2454224,100045.0000000,3.0000000,3.20000,90.07000,97.38000,37.00000,0.00000,0.0000000,-0.0327148,0.0419922,1.0380859,0.9155273,-4.2114258,-0.2441406,0.0751953,0.3730469,0.4467773,16.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,28.0000000,0.0000000,0.0431155,0.1730307,0.8909383,0.0000000
372,1657110694620,3641423,41450.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2454224,100045.0000000,3.0000000,3.20000,90.07000,97.38000,37.00000,0.00000,0.0000000,-0.0395508,0.0375977,1.0434570,2.2583008,-3.9062500,-0.1220703,0.0751953,0.3725586,0.4467773,16.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,28.0000000,0.0000000,0.0430916,0.1729898,0.8909389,0.0000000
373,1657110694630,3641433,41450.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2454224,100045.0000000,3.0000000,3.20000,90.07000,97.38000,37.00000,0.00000,0.0000000,-0.0283203,0.0415039,1.0434570,1.7089844,-3.7841797,-0.3662109,0.0751953,0.3720703,0.4467773,16.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,28.0000000,0.0000000,0.0430735,0.1729500,0.8909407,0.0000000
374,1657110694640,3641443,41450.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2454224,100045.0000000,3.0000000,3.20000,90.07000,97.38000,37.00000,0.00000,0.0000000,-0.0288086,0.0473633,1.0395508,3.4179688,-3.9672852,-0.1220703,0.0751953,0.3715820,0.4458008,16.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,28.0000000,0.0000000,0.0430373,0.1729080,0.8909413,0.0000000
375,1657110694650,3641453,41450.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2454224,100045.0000000,3.0000000,3.20000,90.07000,97.38000,37.00000,0.00000,0.0000000,-0.0200195,0.0468750,1.0405273,2.9907227,-4.0893555,-0.6103516,0.0756836,0.3720703,0.4453125,16.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,28.0000000,0.0000000,0.0430054,0.1728650,0.8909442,0.0000000
376,1657110694666,3641469,41450.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2454224,100045.0000000,3.0000000,3.20000,90.07000,97.38000,37.00000,0.00000,0.0000000,-0.0288086,0.0395508,1.0439453,2.9907227,-3.9062500,-0.4272461,0.0761719,0.3725586,0.4433594,14.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,28.0000000,0.0000000,0.0429544,0.1727990,0.8909475,0.0000000
377,1657110694676,3641479,41450.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2454224,100045.0000000,3.0000000,3.20000,90.07000,97.38000,37.00000,0.00000,0.0000000,-0.0317383,0.0405273,1.0405273,3.0517578,-4.0893555,-0.7324219,0.0766602,0.3730469,0.4433594,14.0000000,0.0000000,0.0000000,0.0000000,1.0000000,0.0000000,28.0000000,0.0000000,0.0429219,0.1727560,0.8909511,0.0000000
378,1657110694686,3641489,41450.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2454224,100045.0000000,3.0000000,3.20000,90.07000,97.38000,37.00000,0.00000,0.0000000,-0.0317383,0.0444336,1.0454102,1.9531250,-4.3334961,0.0610352,0.0766602,0.3730469,0.4428711,14.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,28.0000000,0.0000000,0.0429012,0.1727109,0.8909508,0.0000000
379,1657110694696,3641499,41450.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2454224,100045.0000000,3.0000000,3.20000,90.07000,97.38000,37.00000,0.00000,0.0000000,-0.0273438,0.0385742,1.0483398,2.0751953,-4.2114258,0.0000000,0.0747070,0.3735352,0.4428711,14.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,28.0000000,0.0000000,0.0428788,0.1726668,0.8909508,0.0000000
380,1657110694721,3641524,41450.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2454224,100044.0000000,3.0000000,3.20000,90.07000,97.38000,37.00000,0.00000,0.0474847,-0.0317383,0.0424805,1.0385742,1.5258789,-4.4555664,-0.9155273,0.0742188,0.3735352,0.4428711,14.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,28.0000000,0.0000000,0.0428384,0.1725504,0.8909618,0.0000000
381,1657110694743,3641546,41450.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2454224,100044.0000000,3.0000000,3.20000,96.49000,91.29000,37.00000,0.00000,0.0474847,-0.0312500,0.0375977,1.0366211,-0.1831055,-4.7607422,-0.2441406,0.0737305,0.3735352,0.4428711,16.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,28.0000000,0.0000000,0.0428427,0.1724403,0.8909644,0.0000000
382,1657110694753,3641556,41450.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2454224,100044.0000000,3.0000000,3.20000,96.49000,91.29000,37.00000,0.00000,0.0474847,-0.0395508,0.0424805,1.0395508,3.1127930,-3.1127930,0.9155273,0.0742188,0.3735352,0.4423828,16.0000000,0.0000000,0.0000000,0.0000000,1.0000000,0.0000000,28.0000000,0.0000000,0.0428097,0.1724078,0.8909600,0.0000000
383,1657110694763,3641566,41450.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2454224,100044.0000000,3.0000000,3.20000,96.49000,91.29000,37.00000,0.00000,0.0474847,-0.0288086,0.0434570,1.0444336,2.1972656,-3.9062500,0.0000000,0.0747070,0.3725586,0.4414062,16.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,28.0000000,0.0000000,0.0427863,0.1723669,0.8909600,0.0000000
384,1657110694773,3641576,41450.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2454224,100044.0000000,3.0000000,3.20000,96.49000,91.29000,37.00000,0.00000,0.0474847,-0.0292969,0.0400391,1.0419922,3.5400391,-3.8452148,-0.7934570,0.0742188,0.3720703,0.4428711,16.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,28.0000000,0.0000000,0.0427485,0.1723270,0.8909639,0.0000000
385,1657110694783,3641586,41450.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2454224,100044.0000000,3.0000000,3.20000,96.49000,91.29000,37.00000,0.00000,0.0474847,-0.0268555,0.0419922,1.0341797,3.1127930,-3.5400391,-0.5493164,0.0751953,0.3720703,0.4423828,16.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,28.0000000,0.0000000,0.0427155,0.1722903,0.8909665,0.0000000
386,1657110694800,3641603,41450.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2454224,100044.0000000,3.0000000,3.20000,96.49000,91.29000,37.00000,0.00000,0.0474847,-0.0219727,0.0390625,1.0351562,1.3427734,-3.4790039,-0.6713867,0.0756836,0.3725586,0.4423828,14.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,28.0000000,0.0000000,0.0426911,0.1722284,0.8909720,0.0000000
387,1657110694810,3641613,41450.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2454224,100044.0000000,3.0000000,3.20000,96.49000,91.29000,37.00000,0.00000,0.0474847,-0.0395508,0.0400391,1.0405273,1.5869141,-3.8452148,-0.1831055,0.0766602,0.3725586,0.4433594,14.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,28.0000000,0.0000000,0.0426741,0.1721886,0.8909729,0.0000000
388,1657110694820,3641623,41450.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2454224,100044.0000000,3.0000000,3.20000,96.49000,91.29000,37.00000,0.00000,0.0474847,-0.0322266,0.0380859,1.0395508,2.0751953,-3.9672852,14.7094727,0.0776367,0.3725586,0.4433594,14.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,28.0000000,0.0000000,0.0426517,0.1721466,0.8909018,0.0000000
389,1657110694830,3641633,41450.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2454224,100045.0000000,3.0000000,3.20000,96.49000,91.29000,37.00000,0.00000,-0.0712271,-0.0273438,0.0434570,1.0405273,1.9531250,-3.6010742,-0.1831055,0.0776367,0.3730469,0.4423828,14.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,28.0000000,0.0000000,0.0426310,0.1721089,0.8909027,0.0000000
390,1657110694855,3641658,41450.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2454224,100045.0000000,3.0000000,3.20000,96.49000,91.29000,37.00000,0.00000,-0.0712271,-0.0405273,0.0468750,1.0434570,2.7465820,-3.1738281,-0.3662109,0.0776367,0.3720703,0.4423828,14.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,28.0000000,0.0000000,0.0425581,0.1720260,0.8909071,0.0000000
391,1657110694877,3641680,41450.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2454224,100045.0000000,3.0000000,3.20000,71.66000,75.28000,37.00000,0.00000,-0.0712271,-0.0356445,0.0380859,1.0390625,-2.9296875,-1.2817383,2.9296875,0.0771484,0.3715820,0.4418945,16.0000000,0.0000000,0.0000000,1.0000000,0.0000000,0.0000000,28.0000000,0.0000000,0.0426267,0.1719966,0.8908759,0.0000000
392,1657110694887,3641690,41450.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2454224,100045.0000000,3.0000000,3.20000,71.66000,75.28000,37.00000,0.00000,-0.0712271,-0.0366211,0.0473633,1.0463867,1.7089844,-3.4790039,-1.4038086,0.0786133,0.3706055,0.4428711,16.0000000,0.0000000,0.0000000,0.0000000,0.0000000,1.0000000,28.0000000,0.0000000,0.0426086,0.1719599,0.8908827,0.0000000
393,1657110694897,3641700,41450.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2454224,100045.0000000,3.0000000,3.20000,71.66000,75.28000,37.00000,0.00000,-0.0712271,-0.0380859,0.0429688,1.0366211,2.8686523,-3.5400391,0.4272461,0.0781250,0.3706055,0.4428711,16.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,28.0000000,0.0000000,0.0425783,0.1719232,0.8908806,0.0000000
394,1657110694907,3641710,41450.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2454224,100045.0000000,3.0000000,3.20000,71.66000,75.28000,37.00000,0.00000,-0.0712271,-0.0317383,0.0517578,1.0405273,1.5869141,-4.6997070,-0.6103516,0.0776367,0.3706055,0.4428711,16.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,28.0000000,0.0000000,0.0425613,0.1718739,0.8908836,0.0000000
395,1657110694917,3641720,41450.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2454224,100045.0000000,3.0000000,3.20000,71.66000,75.28000,37.00000,0.00000,-0.0712271,-0.0292969,0.0439453,1.0458984,0.7934570,-3.9062500,-0.7934570,0.0771484,0.3696289,0.4414062,16.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,28.0000000,0.0000000,0.0425528,0.1718330,0.8908874,0.0000000
396,1657110694933,3641736,41450.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2454224,100045.0000000,3.0000000,3.20000,71.66000,75.28000,37.00000,0.00000,-0.0712271,-0.0312500,0.0390625,1.0371094,2.0751953,-3.4790039,0.4272461,0.0761719,0.3696289,0.4414062,14.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,28.0000000,0.0000000,0.0425177,0.1717743,0.8908842,0.0000000
